sample_id,split,error_type,preferred_description,controlled_negative,sentence_id,source_phrase,replacement_phrase,target_modality,construction,preferred_words,negative_words,length_delta,sentence_delta,lexical_jaccard,sequence_similarity,observed_type,targeted_error_present,non_target_preserved,fluent,quality_score,verified
samplenew3_00003923,train,emotion_flip,"In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a lighthearted and positive tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying mild surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction.","In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a lighthearted and positive tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying mild surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of restrained discomfort and cautious reservation, aligning seamlessly with the person's overall emotional state characterized by hesitation and unease throughout the interaction.",S6,"the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction","the utterance reflects a nuanced blend of restrained discomfort and cautious reservation, aligning seamlessly with the person's overall emotional state characterized by hesitation and unease throughout the interaction",global,qwen3_generated,170,170,0,0,0.9291338582677166,0.9476248477466505,emotion_flip,True,True,True,5,True
samplenew3_00003923,train,intensity_mismatch,"In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a lighthearted and positive tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying mild surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction.","In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a lighthearted and positive tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying intense surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction.",5,mild surprise,intense surprise,global,qwen3_generated,170,170,0,0,0.9836065573770492,0.995530272247054,intensity_mismatch,True,True,True,5,True
samplenew3_00003923,train,evidence_contradiction,"In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a lighthearted and positive tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying mild surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction.","In the video, the subtitle text states Your parents are a couple, being affectionate is normal, which provides foundational context for interpreting emotional tone. Based on the facial expression described-a wide, genuine smile showing teeth paired with eyes crinkled at the corners indicative of a Duchenne smile-the person exhibits physiological markers of genuine enjoyment and amusement. This physiological evidence aligns with auditory clues implied through a tense and strained tone conveyed via vocal delivery, suggesting warmth rather than sarcasm. The relaxed posture described-open body language-further reinforces comfort and confidence in the situation being discussed. The phrasing being affectionate is normal delivered with this combination of cues suggests the speaker is not merely expressing happiness but is likely responding to a situation involving parental affection with a mix of amusement normal spoken with raised eyebrows implying mild surprise and reassurance of course. Therefore, the utterance reflects a nuanced blend of joyous amusement and relaxed confidence, aligning seamlessly with the person's overall emotional state characterized by openness and positivity throughout the interaction.",3,a lighthearted and positive tone conveyed via vocal delivery,a tense and strained tone conveyed via vocal delivery,audio,qwen3_generated,170,170,0,0,0.967479674796748,0.39657282741738065,evidence_contradiction,True,True,True,5,True
samplenew3_00003935,train,evidence_contradiction,"In the video, the character is in an outdoor urban environment with buildings and trees in the background, suggesting a daytime setting. Their facial expression shows a neutral look with slightly open mouth, as if speaking, and slightly furrowed brows, indicating mild concentration or self-reflection. Their body language reveals a relaxed posture, with hands in pockets, and they appear to be facing another man in a suit, suggesting a conversation or debate. There is no significant change in their physical expression or posture over time.In the audio, the character's voice demonstrates a calm and measured tone, with clear articulation and no noticeable emotional inflections. There is no significant shift in vocal tone. Background audio includes natural ambient sounds, which support a neutral and composed atmosphere.The subtitle reads: ""Will I make a fuss over such trivial matters?"" The choice of words ""make a fuss"" and the sentence structure (a rhetorical question) suggest a tone of self-reflection or doubt. The semantic content indicates a neutral to slightly contemplative emotional tone, with the speaker questioning his own reaction to a minor issue.There is no clear emotional progression over time. The character exhibits a neutral emotional state throughout the scene, with no significant shifts or developments in mood.Combining the visual cues (neutral facial expression, relaxed body language), auditory signals (calm and measured voice), and textual information (rhetorical question indicating self-reflection), along with the temporal progression (no notable change over time), we can conclude that the character experiences neutral emotion with moderate intensity. The calm tone of the voice and the rhetorical nature of the question particularly support this interpretation. There is also a subtle indication of self-doubt or contemplation, suggesting a complex but mild emotional state beneath the surface.","In the video, the character is in an outdoor urban environment with buildings and trees in the background, suggesting a daytime setting. Their facial expression shows a neutral look with slightly open mouth, as if speaking, and slightly furrowed brows, indicating mild concentration or self-reflection. Their body language reveals a relaxed posture, with hands in pockets, and they appear to be facing another man in a suit, suggesting a conversation or debate. There is no significant change in their physical expression or posture over time.In the audio, the character's voice demonstrates a loud and agitated tone, with clear articulation and no noticeable emotional inflections. There is no significant shift in vocal tone. Background audio includes natural ambient sounds, which support a neutral and composed atmosphere.The subtitle reads: ""Will I make a fuss over such trivial matters?"" The choice of words ""make a fuss"" and the sentence structure (a rhetorical question) suggest a tone of self-reflection or doubt. The semantic content indicates a neutral to slightly contemplative emotional tone, with the speaker questioning his own reaction to a minor issue.There is no clear emotional progression over time. The character exhibits a neutral emotional state throughout the scene, with no significant shifts or developments in mood.Combining the visual cues (neutral facial expression, relaxed body language), auditory signals (calm and measured voice), and textual information (rhetorical question indicating self-reflection), along with the temporal progression (no notable change over time), we can conclude that the character experiences neutral emotion with moderate intensity. The calm tone of the voice and the rhetorical nature of the question particularly support this interpretation. There is also a subtle indication of self-doubt or contemplation, suggesting a complex but mild emotional state beneath the surface.",S4,character's voice demonstrates a calm and measured tone,character's voice demonstrates a loud and agitated tone,audio,qwen3_generated,289,289,0,0,0.9869281045751634,0.9922520661157025,evidence_contradiction,True,True,True,5,True
samplenew3_00003938,train,emotion_flip,"In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the audio, the character's tone is firm and decisive. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.","In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the audio, the character's tone is firm and decisive. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a light-hearted conversation, possibly discussing a routine matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.",S14,"we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter.","we can infer that the male character in the video is engaged in a light-hearted conversation, possibly discussing a routine matter.",global,qwen3_generated,355,355,0,0,0.9649122807017544,0.9909449732992802,emotion_flip,True,True,True,5,True
samplenew3_00003938,train,evidence_contradiction,"In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the audio, the character's tone is firm and decisive. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.","In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the audio, the character's tone is hesitant and uncertain. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.",5,the character's tone is firm and decisive,the character's tone is hesitant and uncertain,audio,qwen3_generated,355,355,0,0,0.9824561403508771,0.9909491761429566,evidence_contradiction,True,True,True,5,True
samplenew3_00003938,train,modality_omission,"In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the audio, the character's tone is firm and decisive. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.","In the video, at the beginning of the video, we mainly analyze the facial expressions of the male character. His eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense. His eyebrows are tightly furrowed, his eyes are wide open, and his mouth is slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. In the text, the subtitle says, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment."" Based on the male character's facial expressions in the video, his eyebrows are slightly furrowed, his eyes are focused, and his mouth is slightly open, which may indicate that he is engaged in a serious conversation. As the video progresses, the male character's facial expression becomes more intense, with his eyebrows tightly furrowed, his eyes wide open, and his mouth slightly agape, which may indicate that he is emphasizing a point or expressing strong emotions. At the same time, the character's tone in the audio is firm and decisive. Based on these clues, we can infer that the male character in the video is engaged in a serious conversation, possibly discussing an important matter. He may be emphasizing a point or expressing strong emotions, and his tone is firm and decisive. Therefore, the content of the subtitle, ""Xiao Ji, what about the matter of Cai Chenggong? Please don't misunderstand. I have already informed Zhao Dong to go to the back door of the provincial public security bureau's guesthouse to intercept. There shouldn't be any problems. I know you are busy, but please inform Secretary Dakang when you have a moment,"" aligns with the male character's serious conversation and strong emotions.",5,"In the audio, the character's tone is firm and decisive.",,audio,qwen3_generated,355,345,-10,1,1.0,0.9865787614786908,modality_omission,True,True,True,5,True
samplenew3_00004232,train,evidence_contradiction,"In the video, the character is in a traditional setting, standing in front of three red ancient-style buildings, which creates an atmosphere that feels both historical and solemn. Their facial expression shows calmness and composure, with a slight upward curve at the corners of the mouth, indicating mild satisfaction or contentment. Their eyebrows are relaxed, their gaze is focused and steady, and their mouth is slightly closed, suggesting attentiveness and control. Their body language reveals an upright posture and relaxed stance, indicating a sense of confidence and ease.In the audio, the character's voice demonstrates a measured and calm tone, with a steady and clear speech pattern, suggesting a composed and authoritative state of mind. There is no noticeable change in vocal tone throughout the clip. Background audio includes ambient sounds that enhance the traditional and serene atmosphere of the scene.The subtitle reads: ""Go back and rest early, the land is safe, tomorrow at three o'clock."" The choice of words ""rest early,"" ""safe,"" and ""tomorrow at three o'clock"" and the sentence structure, which is direct and instructive, suggest a tone of responsibility and guidance. The semantic content indicates a neutral to slightly concerned tone, as the character is advising someone to take care and be prepared for the next day.Combining the visual cues (calm facial expression, upright posture, relaxed body language), auditory signals (measured and calm tone, clear speech), and textual information (neutral to slightly concerned language, authoritative instruction), we can conclude that the character experiences neutral emotion with moderate intensity. The calm visual and auditory cues, along with the clear and composed instruction in the text, particularly support this interpretation. There is also a subtle indication of concern, suggesting a mild emotional complexity where the character is not only giving instructions but also showing care for the well-being of the person they are addressing.","In the video, the character is in a traditional setting, standing in front of three red ancient-style buildings, which creates an atmosphere that feels both historical and solemn. Their facial expression shows calmness and composure, with a slight upward curve at the corners of the mouth, indicating mild satisfaction or contentment. Their eyebrows are relaxed, their gaze is focused and steady, and their mouth is slightly closed, suggesting attentiveness and control. Their body language reveals a slumped posture and tense stance, indicating a sense of confidence and ease.In the audio, the character's voice demonstrates a measured and calm tone, with a steady and clear speech pattern, suggesting a composed and authoritative state of mind. There is no noticeable change in vocal tone throughout the clip. Background audio includes ambient sounds that enhance the traditional and serene atmosphere of the scene.The subtitle reads: ""Go back and rest early, the land is safe, tomorrow at three o'clock."" The choice of words ""rest early,"" ""safe,"" and ""tomorrow at three o'clock"" and the sentence structure, which is direct and instructive, suggest a tone of responsibility and guidance. The semantic content indicates a neutral to slightly concerned tone, as the character is advising someone to take care and be prepared for the next day.Combining the visual cues (calm facial expression, upright posture, relaxed body language), auditory signals (measured and calm tone, clear speech), and textual information (neutral to slightly concerned language, authoritative instruction), we can conclude that the character experiences neutral emotion with moderate intensity. The calm visual and auditory cues, along with the clear and composed instruction in the text, particularly support this interpretation. There is also a subtle indication of concern, suggesting a mild emotional complexity where the character is not only giving instructions but also showing care for the well-being of the person they are addressing.",S4,body language reveals an upright posture and relaxed stance,body language reveals a slumped posture and tense stance,visual,qwen3_generated,307,307,0,0,0.9879518072289156,0.986396240415533,evidence_contradiction,True,True,True,5,True
samplenew3_00004369,train,emotion_flip,"In the video, the character is in a dimly lit room with wooden blinds and a lantern, suggesting a historical or traditional setting. Their facial expression shows furrowed brows, a serious gaze, and a slightly open mouth with thin lips. Their body language reveals an upright posture, tense and focused, as if preparing to speak or in the middle of an intense conversation.In the audio, the character's voice demonstrates a calm and measured tone, with no clear signs of emotional fluctuation. Background audio is minimal, allowing the character's speech to remain the focal point, which contributes to a serious and contemplative mood.The subtitle reads: ""难道他不知这是是曹操的奸计？"" (Doesn't he know this is Cao Cao's trick?). The choice of words ""奸计"" (trick) and the sentence structure — a rhetorical question — suggest suspicion and concern. The semantic content indicates a questioning of someone's awareness or judgment in a potentially deceptive situation.Combining the visual cues (serious facial expression, focused gaze, upright posture), auditory signals (calm and measured tone), and textual information (rhetorical questioning of Cao Cao's trick), we can conclude that the character experiences seriousness and suspicion with moderate to high intensity. The rhetorical nature of the question and the character’s tense body language particularly support this interpretation. There is also a subtle indication of concern or anxiety, suggesting a complex emotional state rooted in uncertainty about a strategic or deceptive plan.","In the video, the character is in a dimly lit room with wooden blinds and a lantern, suggesting a historical or traditional setting. Their facial expression shows furrowed brows, a serious gaze, and a slightly open mouth with thin lips. Their body language reveals an upright posture, tense and focused, as if preparing to speak or in the middle of an intense conversation.In the audio, the character's voice demonstrates a calm and measured tone, with no clear signs of emotional fluctuation. Background audio is minimal, allowing the character's speech to remain the focal point, which contributes to a serious and contemplative mood.The subtitle reads: ""难道他不知这是是曹操的奸计？"" (Doesn't he know this is Cao Cao's trick?). The choice of words ""奸计"" (trick) and the sentence structure — a rhetorical question — suggest suspicion and concern. The semantic content indicates a questioning of someone's awareness or judgment in a potentially deceptive situation.Combining the visual cues (serious facial expression, focused gaze, upright posture), auditory signals (calm and measured tone), and textual information (rhetorical questioning of Cao Cao's trick), we can conclude that the character experiences calm acceptance and trust with moderate to high intensity. The rhetorical nature of the question and the character’s tense body language particularly support this interpretation. There is also a subtle indication of concern or anxiety, suggesting a complex emotional state rooted in uncertainty about a strategic or deceptive plan.",S6,we can conclude that the character experiences seriousness and suspicion with moderate to high intensity,we can conclude that the character experiences calm acceptance and trust with moderate to high intensity,global,qwen3_generated,228,229,1,0,0.9777777777777777,0.9836280288146693,emotion_flip,True,True,True,5,True
samplenew3_00004400,train,emotion_flip,"In the video, in the opening scene, we see a female character with a furrowed brow and slightly parted lips. Her gaze is directed towards the other person, indicating that she is engaged in a serious conversation with the other person. In the middle of the video, the female character's facial expression becomes more serious, with her eyebrows furrowed and her mouth slightly open, suggesting that she is emphasizing a point or expressing a strong emotion. At the end of the video, the female character's facial expression remains serious, with her eyebrows furrowed and her mouth slightly open, indicating that she is still engaged in a serious conversation with the other person. Overall, the female character's facial expressions and body movements suggest that she is engaged in a serious conversation with the other person, possibly discussing an important topic or expressing a strong emotion. In the audio, the character's voice is low and the tone is serious. In the text, the subtitle says, ""The person healed by the hands of Dr. Wen in the mortal world."" This sentence may be the female character's description or evaluation of a certain person or event. Based on the serious facial expressions and body movements of the female character in the video clues, as well as the serious tone of the character's voice in the audio clues, we can infer that this sentence may carry a sense of seriousness or importance. Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall serious emotion displayed by the female character.","In the video, in the opening scene, we see a female character with a furrowed brow and slightly parted lips. Her gaze is directed towards the other person, indicating that she is engaged in a serious conversation with the other person. In the middle of the video, the female character's facial expression becomes more serious, with her eyebrows furrowed and her mouth slightly open, suggesting that she is emphasizing a point or expressing a strong emotion. At the end of the video, the female character's facial expression remains serious, with her eyebrows furrowed and her mouth slightly open, indicating that she is still engaged in a serious conversation with the other person. Overall, the female character's facial expressions and body movements suggest that she is engaged in a serious conversation with the other person, possibly discussing an important topic or expressing a strong emotion. In the audio, the character's voice is low and the tone is serious. In the text, the subtitle says, ""The person healed by the hands of Dr. Wen in the mortal world."" This sentence may be the female character's description or evaluation of a certain person or event. Based on the serious facial expressions and body movements of the female character in the video clues, as well as the serious tone of the character's voice in the audio clues, we can infer that this sentence may carry a sense of seriousness or importance. Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall hopeful emotion displayed by the female character.",11,"Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall serious emotion displayed by the female character.","Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall hopeful emotion displayed by the female character.",global,qwen3_generated,265,265,0,0,0.9897959183673469,0.9956548727498448,emotion_flip,True,True,True,5,True
samplenew3_00004400,train,evidence_contradiction,"In the video, in the opening scene, we see a female character with a furrowed brow and slightly parted lips. Her gaze is directed towards the other person, indicating that she is engaged in a serious conversation with the other person. In the middle of the video, the female character's facial expression becomes more serious, with her eyebrows furrowed and her mouth slightly open, suggesting that she is emphasizing a point or expressing a strong emotion. At the end of the video, the female character's facial expression remains serious, with her eyebrows furrowed and her mouth slightly open, indicating that she is still engaged in a serious conversation with the other person. Overall, the female character's facial expressions and body movements suggest that she is engaged in a serious conversation with the other person, possibly discussing an important topic or expressing a strong emotion. In the audio, the character's voice is low and the tone is serious. In the text, the subtitle says, ""The person healed by the hands of Dr. Wen in the mortal world."" This sentence may be the female character's description or evaluation of a certain person or event. Based on the serious facial expressions and body movements of the female character in the video clues, as well as the serious tone of the character's voice in the audio clues, we can infer that this sentence may carry a sense of seriousness or importance. Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall serious emotion displayed by the female character.","In the video, in the opening scene, we see a female character with a furrowed brow and slightly parted lips. Her gaze is directed towards the other person, indicating that she is engaged in a serious conversation with the other person. In the middle of the video, the female character's facial expression becomes more serious, with her eyebrows furrowed and her mouth slightly open, suggesting that she is emphasizing a point or expressing a strong emotion. At the end of the video, the female character's facial expression remains serious, with her eyebrows furrowed and her mouth slightly open, indicating that she is still engaged in a serious conversation with the other person. Overall, the female character's facial expressions and body movements suggest that she is engaged in a serious conversation with the other person, possibly discussing an important topic or expressing a strong emotion. In the audio, the character's voice is loud and the tone is playful. In the text, the subtitle says, ""The person healed by the hands of Dr. Wen in the mortal world."" This sentence may be the female character's description or evaluation of a certain person or event. Based on the serious facial expressions and body movements of the female character in the video clues, as well as the serious tone of the character's voice in the audio clues, we can infer that this sentence may carry a sense of seriousness or importance. Therefore, this sentence may be the female character's description or evaluation of a certain person or event, consistent with the overall serious emotion displayed by the female character.",6,voice is low and the tone is serious,voice is loud and the tone is playful,audio,qwen3_generated,265,265,0,0,0.9696969696969697,0.984176233322991,evidence_contradiction,True,True,True,5,True
